11392108,2
11392109,2
11392111,2
11392112,2
11392113,2
11392114,2
11392115,0
11392117,2
11392119,2
11392120,2
11402102,2
11402103,2
11402106,2
11402108,2
11402109,2
11402111,2
11402112,2
11402113,2
11402114,2
11402115,0
11402116,2
11402117,2
11402118,2
11402120,2
12212201,0
12212202,0
12212204,0
12212205,0
12212206,0
12212207,0
12212208,0
12212209,0
12212210,0
12212211,0
12212212,0
12212213,0
12212214,0
12212215,0
12212216,0
12222201,0
12222202,2
12222204,2
12222205,2
12222206,2
12222207,2
12222208,2
12222209,2
12222210,0
12222211,2
12222212,0
12222213,2
12222214,2
12222215,0
12222216,2
12232201,0
12232202,2
12232204,2
12232205,0
12232206,2
12232207,2
12232208,2
12232209,2
12232210,0
12232211,2
12232212,2
12232213,0
12232214,2
12232215,2
12232216,2
12242201,0
12242202,2
12242204,2
12242205,2
12242206,2
12242207,2
12242208,2
12242209,2
12242210,0
12242211,2
12242212,2
12242213,0
12242214,2
12242215,2
12242216,2
12262201,0
12262202,2
12262204,2
12262205,2
12262206,2
12262207,2
12262208,0
12262209,0
12262210,0
12262211,2
12262212,2
12262213,2
12262214,2
12262215,2
12262216,2
12272201,0
12272202,2
12272204,2
12272205,2
12272206,0
12272207,2
12272208,2
12272209,2
12272210,0
12272211,0
12272212,2
12272213,2
12272214,2
12272215,2
12272216,2
12282201,0
12282202,0
12282204,2
12282205,2
12282206,2
12282207,2
12282208,2
12282209,2
12282210,0
12282211,2
12282212,2
12282213,2
12282214,2
12282215,2
12282216,2
12292201,0
12292202,0
12292204,0
12292205,0
12292206,0
12292207,0
12292208,0
12292209,0
12292210,0
12292211,0
12292212,0
12292213,0
12292214,0
12292215,0
12292216,0
12302201,0
12302202,2
12302204,2
12302205,2
12302206,2
12302207,2
12302208,0
12302209,2
12302210,0
12302211,2
12302212,0
12302213,2
12302214,2
12302215,2
12302216,2
12312201,0
12312202,2
12312204,2
12312205,2
12312206,2
12312207,2
12312208,2
12312209,2
12312210,0
12312211,0
12312212,2
12312213,2
12312214,2
12312215,2
12312216,0
12322201,0
12322202,0
12322204,0
12322205,0
12322206,0
12322207,0
12322208,0
12322209,0
12322210,0
12322211,0
12322212,0
12322213,0
12322214,0
12322215,0
12322216,0
12332201,0
12332202,2
12332204,2
12332205,2
12332206,2
12332207,0
12332208,2
12332209,2
12332210,0
12332211,2
12332212,2
12332213,2
12332214,0
12332215,2
12332216,2
12352201,0
12352202,2
12352204,2
12352205,2
12352206,2
12352207,2
12352208,2
12352209,2
12352210,0
12352211,2
12352212,2
12352213,2
12352214,2
12352215,0
12352216,2
12362201,0
12362202,0
12362204,0
12362205,0
12362206,0
12362207,0
12362208,0
12362209,0
12362210,0
12362211,0
12362212,0
12362213,0
12362214,0
12362215,0
12362216,0
12372201,0
12372202,0
12372204,0
12372205,0
12372206,0
12372207,0
12372208,0
12372209,0
12372210,0
12372211,0
12372212,0
12372213,0
12372214,0
12372215,0
12372216,0
13012320,0
13012321,0
13012322,0
13012323,0
13012324,0
13012325,0
13012326,0
13012327,0
13012328,0
13012329,0
13012330,0
13012331,0
13012335,0
13012336,0
13012337,0
13022320,0
13022321,0
13022322,0
13022323,0
13022324,0
13022325,0
13022326,0
13022327,0
13022328,0
13022329,0
13022330,0
13022331,0
13022335,0
13022336,0
13022337,0
13032320,2
13032321,0
13032322,2
13032323,0
13032324,2
13032325,2
13032326,0
13032327,2
13032328,0
13032329,2
13032330,2
13032331,2
13032335,0
13032336,0
13032337,2
13042320,2
13042321,0
13042322,2
13042323,2
13042324,2
13042325,2
13042326,0
13042327,2
13042328,0
13042329,2
13042330,2
13042331,2
13042335,0
13042336,0
13042337,2
13052320,2
13052321,0
13052322,2
13052323,2
13052324,2
13052325,2
13052326,0
13052327,2
13052328,0
13052329,2
13052330,2
13052331,2
13052335,0
13052336,0
13052337,0
13062320,2
13062321,0
13062322,2
13062323,2
13062324,2
13062325,2
13062326,0
13062327,2
13062328,0
13062329,0
13062330,2
13062331,2
13062335,0
13062336,0
13062337,2
13072320,2
13072321,0
13072322,2
13072323,2
13072324,2
13072325,2
13072326,0
13072327,2
13072328,0
13072329,2
13072330,2
13072331,2
13072335,0
13072336,0
13072337,2
13082320,2
13082321,0
13082322,2
13082323,2
13082324,2
13082325,2
13082326,0
13082327,0
13082328,0
13082329,2
13082330,2
13082331,2
13082335,0
13082336,0
13082337,2
13092320,2
13092321,0
13092322,2
13092323,2
13092324,2
13092325,2
13092326,0
13092327,2
13092328,0
13092329,2
13092330,2
13092331,2
13092335,0
13092336,0
13092337,2
13102320,2
13102321,0
13102322,2
13102323,2
13102324,2
13102325,2
13102326,0
13102327,2
13102328,0
13102329,2
13102330,2
13102331,2
13102335,0
13102336,0
13102337,2
13112320,0
13112321,0
13112322,2
13112323,2
13112324,2
13112325,2
13112326,0
13112327,2
13112328,0
13112329,2
13112330,2
13112331,2
13112335,0
13112336,0
13112337,2
13122320,2
13122321,0
13122322,2
13122323,2
13122324,2
13122325,2
13122326,0
13122327,2
13122328,0
13122329,2
13122330,0
13122331,2
13122335,0
13122336,0
13122337,2
13132320,2
13132321,0
13132322,0
13132323,2
13132324,2
13132325,2
13132326,0
13132327,2
13132328,0
13132329,2
13132330,2
13132331,2
13132335,0
13132336,0
13132337,2
13142320,2
13142321,0
13142322,2
13142323,2
13142324,2
13142325,0
13142326,0
13142327,2
13142328,0
13142329,2
13142330,2
13142331,2
13142335,0
13142336,0
13142337,2
13152320,2
13152321,0
13152322,2
13152323,2
13152324,2
13152325,2
13152326,0
13152327,2
13152328,0
13152329,2
13152330,2
13152331,0
13152335,0
13152336,0
13152337,2
